"Sweep (n)","APD","APD value (ms)","APD value (mV)"
81,"APD 20",0,-49.8687755287165
81,"APD 50",0.199999999999999,-71.551515271176
81,"APD 90",2.4,-86.2579364983276
82,"APD 20",0,-49.8138438868637
82,"APD 50",0.199999999999999,-71.5454117554146
82,"APD 90",2.4,-86.2731952877312
83,"APD 20",0,-49.9542247493764
83,"APD 50",0.199999999999999,-71.5118424187267
83,"APD 90",2.4,-86.148073214622
84,"APD 20",0,-49.9420177178536
84,"APD 50",0.199999999999999,-71.5179459344882
84,"APD 90",2.4,-86.1328144252184
85,"APD 20",0,-49.9023448654043
85,"APD 50",0.199999999999999,-71.4813248399196
85,"APD 90",2.4,-86.1328144252184
