"Sweep (n)","APD","APD value (ms)","APD value (mV)"
134,"APD 20",22.4,21.3684086807461
134,"APD 50",67,-17.4438480461504
134,"APD 90",97.4,-69.0979019350835
135,"APD 20",22,21.3745121965076
135,"APD 50",67,-17.4011234358204
135,"APD 90",97.4,-69.2688003764033
136,"APD 20",22.4,21.2371830918755
136,"APD 50",66.8,-17.330933004564
136,"APD 90",97.2,-68.9910904092585
137,"APD 20",21.8,21.3745121965076
137,"APD 50",66.8,-17.5079349616453
137,"APD 90",97.6,-68.99719392502
138,"APD 20",22,21.3775639543883
138,"APD 50",67,-17.4255374988661
138,"APD 90",98,-69.0643325983956
