"Sweep (n)","APD","APD value (ms)","APD value (mV)"
86,"APD 20",60.8,16.1254886416828
86,"APD 50",137,-24.0936284682221
86,"APD 90",160,-77.4169939179046
87,"APD 20",60,16.1743167677742
87,"APD 50",136.2,-23.9654546372322
87,"APD 90",159.4,-77.3468034866483
88,"APD 20",61.6,16.1712650098934
88,"APD 50",136.8,-23.8861089323336
88,"APD 90",160,-77.6031511486281
89,"APD 20",60.2,16.1468509468477
89,"APD 50",137,-23.9807134266357
89,"APD 90",160.2,-77.2888200869147
90,"APD 20",61,16.1529544626092
90,"APD 50",136.8,-23.9105229953793
90,"APD 90",160,-77.465822043996
