"Sweep (n)","APD","APD value (ms)","APD value (mV)"
57,"APD 20",32.68,32.3486312760225
57,"APD 50",120.52,-8.23974570238308
57,"APD 90",163.42,-62.2558564180055
58,"APD 20",33.54,32.0434555092675
58,"APD 50",118.64,-8.23974570238308
58,"APD 90",162.14,-62.2558564180055
59,"APD 20",32.56,32.6538070427774
59,"APD 50",118.58,-7.93456993562815
59,"APD 90",161.44,-62.2558564180055
60,"APD 20",32.72,32.3486312760225
60,"APD 50",117.64,-8.23974570238308
60,"APD 90",159.54,-62.2558564180055
61,"APD 20",32.08,32.3486312760225
61,"APD 50",115.58,-8.23974570238308
61,"APD 90",159.34,-62.2558564180055
