"Sweep (n)","APD","APD value (ms)","APD value (mV)"
42,"APD 20",64,27.0690924019164
42,"APD 50",155.2,-14.3005374290169
42,"APD 90",181,-69.2016617030277
43,"APD 20",64.8,27.0904547070813
43,"APD 50",154.6,-14.3188479763012
43,"APD 90",180.4,-69.4519058492461
44,"APD 20",65.4,27.0446783388707
44,"APD 50",157.6,-14.3585208287504
44,"APD 90",183.6,-69.4976822174567
45,"APD 20",65.2,27.0721441597971
45,"APD 50",158.4,-14.2517093029255
45,"APD 90",184.6,-69.0979019350835
46,"APD 20",67,27.1453863489342
46,"APD 50",159.2,-14.172363598027
46,"APD 90",186,-68.8842788834336
