"Sweep (n)","APD","APD value (ms)","APD value (mV)"
19,"APD 20",62.8,26.3488775420683
19,"APD 50",137.4,-15.1214602989285
19,"APD 90",156.8,-70.3399673925333
20,"APD 20",64.6,26.3671880893526
20,"APD 50",140.6,-15.1519778777356
20,"APD 90",159.8,-70.8557144743736
21,"APD 20",62.2,26.3549810578297
21,"APD 50",140,-15.1123050252863
21,"APD 90",159.6,-70.6115738439167
22,"APD 20",63.2,26.2878423844541
22,"APD 50",141.2,-15.3076175296519
22,"APD 90",161.2,-71.0601822523813
23,"APD 20",62.2,26.2634283214084
23,"APD 50",141.2,-15.3289798348169
23,"APD 90",161,-70.5261246232567
