"Sweep (n)","APD","APD value (ms)","APD value (mV)"
50,"APD 20",55.8,31.5826423074896
50,"APD 50",112,-8.6730958969838
50,"APD 90",127.6,-61.7218031374023
51,"APD 20",51.8,31.6284186757002
51,"APD 50",111.6,-8.48388690837965
51,"APD 90",127.6,-61.3739027390011
52,"APD 20",52.4,31.3995368346468
52,"APD 50",109.4,-8.63037128665383
52,"APD 90",124.4,-61.810304115943
53,"APD 20",50.2,31.5155036341139
53,"APD 50",108,-8.4960939399025
53,"APD 90",123.8,-61.8469252105115
54,"APD 20",52.4,31.4605719922611
54,"APD 50",108.4,-8.68530292850665
54,"APD 90",124.2,-62.1673597879863
