"Sweep (n)","APD","APD value (ms)","APD value (mV)"
19,"APD 20",71.2,26.2390142583627
19,"APD 50",145.2,-14.8498538475451
19,"APD 90",165.2,-69.7296158163909
20,"APD 20",68.8,26.2878423844541
20,"APD 50",143.6,-14.8162845108573
20,"APD 90",163.6,-69.4152847546775
21,"APD 20",70.2,26.3366705105455
21,"APD 50",145,-14.6942141956288
21,"APD 90",165.2,-69.8913589840686
22,"APD 20",70.4,26.1993414059134
22,"APD 50",146.4,-14.7521975953623
22,"APD 90",166.6,-69.7998062476472
23,"APD 20",70.8,26.1962896480327
23,"APD 50",144.2,-15.0115970152228
23,"APD 90",164.2,-69.8455826158579
